bhsa_node,ref,sentence,text_full,lxx,lxx_tm,esv,esv_TAM,esv_verse,niv,niv_TAM,niv_verse
287632,Ezekiel 43:22,וְחִטְּאוּ֙ אֶת־הַמִּזְבֵּ֔חַ כַּאֲשֶׁ֥ר חִטְּא֖וּ בַּפָּֽר׃ ,חִטְּאוּ֙,ἐξιλάσαντο,aorist indc,shall be purified,PRES..MOD,"And on the second day you shall offer a male goat without blemish for a sin offering ; and the altar shall be purified , as it was purified with the bull .",is to be purified,PRES..IND,"“ On the second day you are to offer a male goat without defect for a sin offering , and the altar is to be purified as it was purified with the bull ."
290159,Ezekiel 47:22,תַּפִּ֣לוּ אֹותָהּ֮ בְּנַחֲלָה֒ לָכֶ֗ם וּלְהַגֵּרִים֙ הַגָּרִ֣ים בְּתֹוכְכֶ֔ם אֲשֶׁר־הֹולִ֥דוּ בָנִ֖ים בְּתֹֽוכְכֶ֑ם וְהָי֣וּ לָכֶ֗ם כְּאֶזְרָח֙ בִּבְנֵ֣י יִשְׂרָאֵ֔ל ,הֹולִ֥דוּ,ἐγέννησαν,aorist indc,have had,PRES.PERF.IND,You shall allot it as an inheritance for yourselves and for the sojourners who reside among you and have had children among you . They shall be to you as native-born children of Israel . With you they shall be allotted an inheritance among the tribes of Israel .,have,PRES..IND,You are to allot it as an inheritance for yourselves and for the aliens who have settled among you and who have children . You are to consider them as native-born Israelites ; along with you they are to be allotted an inheritance among the tribes of Israel .
291781,Hosea 4:6,נִדְמ֥וּ עַמִּ֖י מִבְּלִ֣י הַדָּ֑עַת ,נִדְמ֥וּ,ὡμοιώθη,aorist indc,are destroyed,PRES..IND,"My people are destroyed for lack of knowledge ; because you have rejected knowledge , I reject you from being a priest to me . And since you have forgotten the law of your God , I also will forget your children .",are destroyed,PRES..IND,"my people are destroyed from lack of knowledge . “ Because you have rejected knowledge , I also reject you as my priests ; because you have ignored the law of your God , I also will ignore your children ."
291871,Hosea 4:12,כִּ֣י ר֤וּחַ זְנוּנִים֙ הִתְעָ֔ה ,הִתְעָ֔ה,ἐπλανήθησαν,aorist indc,has led astray,PRES.PERF.IND,"My people inquire of a piece of wood , and their walking staff gives them oracles . For a spirit of whoredom has led them astray , and they have left their God to play the whore .",leads astray,PRES..IND,of my people . They consult a wooden idol and are answered by a stick of wood . A spirit of prostitution leads them astray ; they are unfaithful to their God .
291970,Hosea 4:18,סָ֖ר סָבְאָ֑ם ,סָ֖ר,ᾑρέτισεν,aorist indc,is gone,PRES..IND,"When their drink is gone , they give themselves to whoring ; their rulers dearly love shame .",are gone,PRES..IND,"Even when their drinks are gone , they continue their prostitution ; their rulers dearly love shameful ways ."
291973,Hosea 4:18,הַזְנֵ֣ה הִזְנ֔וּ ,הִזְנ֔וּ,ἐξεπόρνευσαν,aorist indc,they give themselves to whoring,PRES..IND,"When their drink is gone , they give themselves to whoring ; their rulers dearly love shame .",they continue their prostitution,PRES..IND,"Even when their drinks are gone , they continue their prostitution ; their rulers dearly love shameful ways ."
291974,Hosea 4:18,אָהֲב֥וּ מָגִנֶּֽיהָ׃ ,אָהֲב֥וּ,ἠγάπησαν,aorist indc,dearly love,PRES..IND,"When their drink is gone , they give themselves to whoring ; their rulers dearly love shame .",dearly love,PRES..IND,"Even when their drinks are gone , they continue their prostitution ; their rulers dearly love shameful ways ."
292017,Hosea 5:2,וְשַׁחֲטָ֥ה שֵׂטִ֖ים הֶעְמִ֑יקוּ ,הֶעְמִ֑יקוּ,κατέπηξαν,aorist indc,have gone deep,PRES.PERF.IND,"And the revolters have gone deep into slaughter , but I will discipline all of them .",are deep,PRES..IND,The rebels are deep in slaughter . I will discipline all of them .
292024,Hosea 5:3,אֲנִי֙ יָדַ֣עְתִּי אֶפְרַ֔יִם ,יָדַ֣עְתִּי,ἔγνων,aorist indc,know,PRES..IND,"I know Ephraim , and Israel is not hidden from me ; for now , O Ephraim , you have played the whore ; Israel is defiled .",know,PRES..IND,"I know all about Ephraim ; Israel is not hidden from me . Ephraim , you have now turned to prostitution ; Israel is corrupt ."
292035,Hosea 5:3,נִטְמָ֖א יִשְׂרָאֵֽל׃ ,נִטְמָ֖א,ἐμιάνθη,aorist indc,is defiled,PRES..IND,"I know Ephraim , and Israel is not hidden from me ; for now , O Ephraim , you have played the whore ; Israel is defiled .",is corrupt,PRES..IND,"I know all about Ephraim ; Israel is not hidden from me . Ephraim , you have now turned to prostitution ; Israel is corrupt ."
292053,Hosea 5:4,וְאֶת־יְהוָ֖ה לֹ֥א יָדָֽעוּ׃ ,יָדָֽעוּ,ἐπέγνωσαν,aorist indc,they know,PRES..IND,"Their deeds do not permit them to return to their God . For the spirit of whoredom is within them , and they know not the Lord .",they do acknowledge,PRES..IMPV,“ Their deeds do not permit them to return to their God . A spirit of prostitution is in their heart ; they do not acknowledge the LORD .
292088,Hosea 5:7,בַּיהוָ֣ה בָּגָ֔דוּ ,בָּגָ֔דוּ,ἐγκατέλιπον,aorist indc,They have dealt faithlessly,PRES.PERF.IND,They have dealt faithlessly with the Lord ; for they have borne alien children . Now the new moon shall devour them with their fields .,They are unfaithful,PRES..IND,They are unfaithful to the LORD ; they give birth to illegitimate children . Now their New Moon festivals will devour them and their fields .
292092,Hosea 5:7,כִּֽי־בָנִ֥ים זָרִ֖ים יָלָ֑דוּ ,יָלָ֑דוּ,ἐγεννήθησαν,aorist indc,they have borne,PRES.PERF.IND,They have dealt faithlessly with the Lord ; for they have borne alien children . Now the new moon shall devour them with their fields .,they give birth,PRES..IND,They are unfaithful to the LORD ; they give birth to illegitimate children . Now their New Moon festivals will devour them and their fields .
292121,Hosea 5:9,בְּשִׁבְטֵי֙ יִשְׂרָאֵ֔ל הֹודַ֖עְתִּי נֶאֱמָנָֽה׃ ,הֹודַ֖עְתִּי,ἔδειξα,aorist indc,I make known,PRES..IND,Ephraim shall become a desolation in the day of punishment ; among the tribes of Israel I make known what is sure .,I proclaim,PRES..IND,Ephraim will be laid waste on the day of reckoning . Among the tribes of Israel I proclaim what is certain .
292123,Hosea 5:10,הָיוּ֙ שָׂרֵ֣י יְהוּדָ֔ה כְּמַסִּיגֵ֖י גְּב֑וּל ,הָיוּ֙,ἐγένοντο,aorist indc,have become,PRES.PERF.IND,The princes of Judah have become like those who move the landmark ; upon them I will pour out my wrath like water .,are,PRES..IND,Judah’s leaders are like those who move boundary stones . I will pour out my wrath on them like a flood of water .
292346,Hosea 6:9,כִּ֥י זִמָּ֖ה עָשֽׂוּ׃ ,עָשֽׂוּ,ἐποίησαν,aorist indc,they commit,PRES..IND,"As robbers lie in wait for a man , so the priests band together ; they murder on the way to Shechem ; they commit villainy .",committing,PRES..,"As marauders lie in ambush for a man , so do bands of priests ; they murder on the road to Shechem , committing shameful crimes ."
292356,Hosea 6:10,נִטְמָ֖א יִשְׂרָאֵֽל׃ ,נִטְמָ֖א,ἐμιάνθη,aorist indc,is defiled,PRES..IND,In the house of Israel I have seen a horrible thing ; Ephraim’s whoredom is there ; Israel is defiled .,is defiled,PRES..IND,I have seen a horrible thing in the house of Israel . There Ephraim is given to prostitution and Israel is defiled .
292379,Hosea 7:1,כִּ֥י פָעֲל֖וּ שָׁ֑קֶר ,פָעֲל֖וּ,ἠργάσαντο,aorist indc,they deal,PRES..IND,"When I would heal Israel , the iniquity of Ephraim is revealed , and the evil deeds of Samaria ; for they deal falsely ; the thief breaks in , and the bandits raid outside .",They practise,PRES..IND,"whenever I would heal Israel , the sins of Ephraim are exposed and the crimes of Samaria revealed . They practise deceit , thieves break into houses , bandits rob in the streets ;"
292396,Hosea 7:2,וּבַל־יֹֽאמְרוּ֙ לִלְבָבָ֔ם כָּל־רָעָתָ֖ם זָכָ֑רְתִּי ,זָכָ֑רְתִּי,ἐμνήσθην,aorist indc,I remember,PRES..IND,But they do not consider that I remember all their evil . Now their deeds surround them ; they are before my face .,I remember,PRES..IND,but they do not realise that I remember all their evil deeds . Their sins engulf them ; they are always before me .
292398,Hosea 7:2,עַתָּה֙ סְבָב֣וּם מַֽעַלְלֵיהֶ֔ם ,סְבָב֣וּם,ἐκύκλωσεν,aorist indc,surround,PRES..IND,But they do not consider that I remember all their evil . Now their deeds surround them ; they are before my face .,engulf,PRES..IND,but they do not realise that I remember all their evil deeds . Their sins engulf them ; they are always before me .
292402,Hosea 7:2,נֶ֥גֶד פָּנַ֖י הָיֽוּ׃ ,הָיֽוּ,ἐγένοντο,aorist indc,they are,PRES..IND,But they do not consider that I remember all their evil . Now their deeds surround them ; they are before my face .,they are,PRES..IND,but they do not realise that I remember all their evil deeds . Their sins engulf them ; they are always before me .
292427,Hosea 7:5,יֹ֣ום מַלְכֵּ֔נוּ הֶחֱל֥וּ שָׂרִ֖ים חֲמַ֣ת מִיָּ֑יִן ,הֶחֱל֥וּ,ἤρξαντο,aorist indc,became sick,PAST..IND,"On the day of our king , the princes became sick with the heat of wine ; he stretched out his hand with mockers .",become inflamed,PRES..IND,"On the day of the festival of our king the princes become inflamed with wine , and he joins hands with the mockers ."
292432,Hosea 7:5,מָשַׁ֥ךְ יָדֹ֖ו אֶת־לֹצְצִֽים׃ ,מָשַׁ֥ךְ,ἐξέτεινεν,aorist indc,he stretched out,PAST..IND,"On the day of our king , the princes became sick with the heat of wine ; he stretched out his hand with mockers .",he joins,PRES..IND,"On the day of the festival of our king the princes become inflamed with wine , and he joins hands with the mockers ."
292437,Hosea 7:6,כִּֽי־קֵרְב֧וּ כַתַּנּ֛וּר לִבָּ֖ם בְּאָרְבָּ֑ם ,קֵרְב֧וּ,ἀνεκαύθησαν,aorist indc,they approach,PRES..IND,For with hearts like an oven they approach their intrigue ; all night their anger smolders ; in the morning it blazes like a flaming fire .,they approach,PRES..IND,Their hearts are like an oven ; they approach him with intrigue . Their passion smoulders all night ; in the morning it blazes like a flaming fire .
292461,Hosea 7:7,וְאָכְל֖וּ אֶת־שֹֽׁפְטֵיהֶ֑ם ,אָכְל֖וּ,κατέφαγον,aorist indc,they devour,PRES..IND,"All of them are hot as an oven , and they devour their rulers . All their kings have fallen , and none of them calls upon me .",they devour,PRES..IND,"All of them are hot as an oven ; they devour their rulers . All their kings fall , and none of them calls on me ."
292466,Hosea 7:7,כָּל־מַלְכֵיהֶ֣ם נָפָ֔לוּ ,נָפָ֔לוּ,ἔπεσαν,aorist indc,have fallen,PRES.PERF.IND,"All of them are hot as an oven , and they devour their rulers . All their kings have fallen , and none of them calls upon me .",fall,PRES..IND,"All of them are hot as an oven ; they devour their rulers . All their kings fall , and none of them calls on me ."
292478,Hosea 7:8,אֶפְרַ֛יִם הָיָ֥ה עֻגָ֖ה בְּלִ֥י הֲפוּכָֽה׃ ,הָיָ֥ה,ἐγένετο,aorist indc,is,PRES..IND,Ephraim mixes himself with the peoples ; Ephraim is a cake not turned .,is,PRES..IND,“ Ephraim mixes with the nations ; Ephraim is a flat cake not turned over .
292482,Hosea 7:9,אָכְל֤וּ זָרִים֙ כֹּחֹ֔ו ,אָכְל֤וּ,κατέφαγον,aorist indc,devour,PRES..IND,"Strangers devour his strength , and he knows it not ; gray hairs are sprinkled upon him , and he knows it not .",sap,PRES..IND,"Foreigners sap his strength , but he does not realise it . His hair is sprinkled with grey , but he does not notice ."
292488,Hosea 7:9,וְה֖וּא לֹ֣א יָדָ֑ע ,יָדָ֑ע,ἔγνω,aorist indc,knows,PRES..IND,"Strangers devour his strength , and he knows it not ; gray hairs are sprinkled upon him , and he knows it not .",does realise,PRES..IND,"Foreigners sap his strength , but he does not realise it . His hair is sprinkled with grey , but he does not notice ."
292491,Hosea 7:9,גַּם־שֵׂיבָה֙ זָ֣רְקָה בֹּ֔ו ,זָ֣רְקָה,ἐξήνθησαν,aorist indc,are sprinkled,PRES..IND,"Strangers devour his strength , and he knows it not ; gray hairs are sprinkled upon him , and he knows it not .",is sprinkled,PRES..IND,"Foreigners sap his strength , but he does not realise it . His hair is sprinkled with grey , but he does not notice ."
292496,Hosea 7:9,וְה֖וּא לֹ֥א יָדָֽע׃ ,יָדָֽע,ἔγνω,aorist indc,knows,PRES..IND,"Strangers devour his strength , and he knows it not ; gray hairs are sprinkled upon him , and he knows it not .",does notice,PRES..IND,"Foreigners sap his strength , but he does not realise it . His hair is sprinkled with grey , but he does not notice ."
292505,Hosea 7:10,וְלֹֽא־שָׁ֨בוּ֙ אֶל־יְהוָ֣ה אֱלֹֽהֵיהֶ֔ם ,שָׁ֨בוּ֙,ἐπέστρεψαν,aorist indc,they do return,PRES..IMPV,"The pride of Israel testifies to his face ; yet they do not return to the Lord their God , nor seek him , for all this .",he does return,PRES..IND,"Israel’s arrogance testifies against him , but despite all this he does not return to the LORD his God or search for him ."
292558,Hosea 7:13,וְהֵ֕מָּה דִּבְּר֥וּ עָלַ֖י כְּזָבִֽים׃ ,דִּבְּר֥וּ,κατελάλησαν,aorist indc,speak,PRES..IND,"Woe to them , for they have strayed from me ! Destruction to them , for they have rebelled against me ! I would redeem them , but they speak lies against me .",speak,PRES..IND,"Woe to them , because they have strayed from me ! Destruction to them , because they have rebelled against me ! I long to redeem them but they speak lies against me ."
292590,Hosea 7:16,הָיוּ֙ כְּקֶ֣שֶׁת רְמִיָּ֔ה ,הָיוּ֙,ἐγένοντο,aorist indc,they are,PRES..IND,"They return , but not upward ; they are like a treacherous bow ; their princes shall fall by the sword because of the insolence of their tongue . This shall be their derision in the land of Egypt .",they are,PRES..IND,They do not turn to the Most High ; they are like a faulty bow . Their leaders will fall by the sword because of their insolent words . For this they will be ridiculed in the land of Egypt .
292634,Hosea 8:4,הֵ֤ם הִמְלִיכוּ֙ ,הִמְלִיכוּ֙,ἐβασίλευσαν,aorist indc,made kings,PAST..IND,"They made kings , but not through me . They set up princes , but I knew it not . With their silver and gold they made idols for their own destruction .",set up kings,PRES..IND,They set up kings without my consent ; they choose princes without my approval . With their silver and gold they make idols for themselves to their own destruction .
292638,Hosea 8:4,הֵשִׂ֖ירוּ ,הֵשִׂ֖ירוּ,ἦρξαν,aorist indc,They set up princes,PRES..IND,"They made kings , but not through me . They set up princes , but I knew it not . With their silver and gold they made idols for their own destruction .",they choose princes,PRES..IND,They set up kings without my consent ; they choose princes without my approval . With their silver and gold they make idols for themselves to their own destruction .
292645,Hosea 8:4,כַּסְפָּ֣ם וּזְהָבָ֗ם עָשׂ֤וּ לָהֶם֙ עֲצַבִּ֔ים ,עָשׂ֤וּ,ἐποίησαν,aorist indc,they made,PAST..IND,"They made kings , but not through me . They set up princes , but I knew it not . With their silver and gold they made idols for their own destruction .",they make,PRES..IND,They set up kings without my consent ; they choose princes without my approval . With their silver and gold they make idols for themselves to their own destruction .
292653,Hosea 8:5,חָרָ֥ה אַפִּ֖י בָּ֑ם ,חָרָ֥ה,παρωξύνθη,aorist indc,burns,PRES..IND,"I have spurned your calf , O Samaria . My anger burns against them . How long will they be incapable of innocence ?",burns,PRES..IND,"Throw out your calf-idol , O Samaria ! My anger burns against them . How long will they be incapable of purity ?"
292694,Hosea 8:8,נִבְלַ֖ע יִשְׂרָאֵ֑ל ,נִבְלַ֖ע,κατεπόθη,aorist indc,is swallowed up,PRES..IND,Israel is swallowed up ; already they are among the nations as a useless vessel .,is swallowed up,PRES..IND,Israel is swallowed up ; now she is among the nations like a worthless thing .
292697,Hosea 8:8,עַתָּה֙ הָי֣וּ בַגֹּויִ֔ם כִּכְלִ֖י אֵֽין־חֵ֥פֶץ בֹּֽו׃ ,הָי֣וּ,ἐγένετο,aorist indc,they are,PRES..IND,Israel is swallowed up ; already they are among the nations as a useless vessel .,she is,PRES..IND,Israel is swallowed up ; now she is among the nations like a worthless thing .
292801,Hosea 9:1,אָהַ֣בְתָּ אֶתְנָ֔ן עַ֖ל כָּל־גָּרְנֹ֥ות דָּגָֽן׃ ,אָהַ֣בְתָּ,ἠγάπησας,aorist indc,You have loved,PRES.PERF.IND,"Rejoice not , O Israel ! Exult not like the peoples ; for you have played the whore , forsaking your God . You have loved a prostitute’s wages on all threshing floors .",you love,PRES..IND,"Do not rejoice , O Israel ; do not be jubilant like the other nations . For you have been unfaithful to your God ; you love the wages of a prostitute at every threshing-floor ."
293038,Hosea 9:16,שָׁרְשָׁ֥ם יָבֵ֖שׁ ,יָבֵ֖שׁ,ἐξηράνθη,aorist indc,is dried up,PRES..IND,"Ephraim is stricken ; their root is dried up ; they shall bear no fruit . Even though they give birth , I will put their beloved children to death .",is withered,PRES..IND,"Ephraim is blighted , their root is withered , they yield no fruit . Even if they bear children , I will slay their cherished offspring . ”"
293081,Hosea 10:2,חָלַ֥ק לִבָּ֖ם ,חָלַ֥ק,ἐμέρισαν,aorist indc,is false,PRES..IND,Their heart is false ; now they must bear their guilt . The Lord will break down their altars and destroy their pillars .,is deceitful,PRES..IND,"Their heart is deceitful , and now they must bear their guilt . The LORD will demolish their altars and destroy their sacred stones ."
293129,Hosea 10:5,כִּי־אָבַ֨ל עָלָ֜יו עַמֹּ֗ו וּכְמָרָיו֙ עַל־כְּבֹודֹ֖ו ,אָבַ֨ל,ἐπένθησεν,aorist indc,mourn,PRES..IND,"The inhabitants of Samaria tremble for the calf of Beth-aven . Its people mourn for it , and so do its idolatrous priests — those who rejoiced over it and over its glory — for it has departed from them .",will mourn,FUT..IND,"The people who live in Samaria fear for the calf-idol of Beth Aven . Its people will mourn over it , and so will its idolatrous priests , those who had rejoiced over its splendour , because it is taken from them into exile ."
293139,Hosea 10:5,כִּֽי־גָלָ֥ה מִמֶּֽנּוּ׃ ,גָלָ֥ה,μετῳκίσθη,aorist indc,it has departed,PRES.PERF.IND,"The inhabitants of Samaria tremble for the calf of Beth-aven . Its people mourn for it , and so do its idolatrous priests — those who rejoiced over it and over its glory — for it has departed from them .",it is taken into exile,PRES..IND,"The people who live in Samaria fear for the calf-idol of Beth Aven . Its people will mourn over it , and so will its idolatrous priests , those who had rejoiced over its splendour , because it is taken from them into exile ."
293380,Hosea 11:5,כִּ֥י מֵאֲנ֖וּ לָשֽׁוּב׃ ,מֵאֲנ֖וּ,ἠθέλησεν,aorist indc,they have refused,PRES.PERF.IND,"They shall not return to the land of Egypt , but Assyria shall be their king , because they have refused to return to me .",they refuse,PRES..IND,“ Will they not return to Egypt and will not Assyria rule over them because they refuse to repent ?
293419,Hosea 11:8,נֶהְפַּ֤ךְ עָלַי֙ לִבִּ֔י ,נֶהְפַּ֤ךְ,μετεστράφη,aorist indc,recoils,PRES..IND,"How can I give you up , O Ephraim ? How can I hand you over , O Israel ? How can I make you like Admah ? How can I treat you like Zeboiim ? My heart recoils within me ; my compassion grows warm and tender .",is changed,PRES..IND,"“ How can I give you up , Ephraim ? How can I hand you over , Israel ? How can I treat you like Admah ? How can I make you like Zeboiim ? My heart is changed within me ; all my compassion is aroused ."
293423,Hosea 11:8,יַ֖חַד נִכְמְר֥וּ נִחוּמָֽי׃ ,נִכְמְר֥וּ,συνεταράχθη,aorist indc,grows warm,PRES..IND,"How can I give you up , O Ephraim ? How can I hand you over , O Israel ? How can I make you like Admah ? How can I treat you like Zeboiim ? My heart recoils within me ; my compassion grows warm and tender .",is aroused,PRES..IND,"“ How can I give you up , Ephraim ? How can I hand you over , Israel ? How can I treat you like Admah ? How can I make you like Zeboiim ? My heart is changed within me ; all my compassion is aroused ."
293594,Hosea 12:8,לַעֲשֹׁ֥ק אָהֵֽב׃ ,אָהֵֽב,ἠγάπησε,aorist indc,he loves,PRES..IND,"A merchant , in whose hands are false balances , he loves to oppress .",he loves,PRES..IND,The merchant uses dishonest scales ; he loves to defraud .
294035,Hosea 14:9,אֲנִ֧י עָנִ֣יתִי ,עָנִ֣יתִי,ἐταπείνωσα,aorist indc,answer,PRES..IND,"O Ephraim , what have I to do with idols ? It is I who answer and look after you . I am like an evergreen cypress ; from me comes your fruit .",will answer,FUT..IND,"O Ephraim , what more have I to do with idols ? I will answer him and care for him . I am like a green pine tree ; your fruitfulness comes from me . ”"
294198,Joel 1:10,הֹובִ֥ישׁ תִּירֹ֖ושׁ ,הֹובִ֥ישׁ,ἐξηράνθη,aorist indc,dries up,PRES..IND,"The fields are destroyed , the ground mourns , because the grain is destroyed , the wine dries up , the oil languishes .",is dried up,PRES..IND,"The fields are ruined , the ground is dried up ; the grain is destroyed , the new wine is dried up , the oil fails ."
294200,Joel 1:10,אֻמְלַ֥ל יִצְהָֽר׃ ,אֻמְלַ֥ל,ὠλιγώθη,aorist indc,languishes,PRES..IND,"The fields are destroyed , the ground mourns , because the grain is destroyed , the wine dries up , the oil languishes .",fails,PRES..IND,"The fields are ruined , the ground is dried up ; the grain is destroyed , the new wine is dried up , the oil fails ."
294217,Joel 1:12,הַגֶּ֣פֶן הֹובִ֔ישָׁה ,הֹובִ֔ישָׁה,ἐξηράνθη,aorist indc,dries up,PRES..IND,"The vine dries up ; the fig tree languishes . Pomegranate , palm , and apple , all the trees of the field are dried up , and gladness dries up from the children of man .",is dried up,PRES..IND,"The vine is dried up and the fig-tree is withered ; the pomegranate , the palm and the apple tree — all the trees of the field — are dried up . Surely the joy of mankind is withered away ."
294221,Joel 1:12,וְהַתְּאֵנָ֖ה אֻמְלָ֑לָה ,אֻמְלָ֑לָה,ὠλιγώθησαν,aorist indc,languishes,PRES..IND,"The vine dries up ; the fig tree languishes . Pomegranate , palm , and apple , all the trees of the field are dried up , and gladness dries up from the children of man .",is withered,PRES..IND,"The vine is dried up and the fig-tree is withered ; the pomegranate , the palm and the apple tree — all the trees of the field — are dried up . Surely the joy of mankind is withered away ."
294231,Joel 1:12,רִמֹּ֞ון גַּם־תָּמָ֣ר וְתַפּ֗וּחַ כָּל־עֲצֵ֤י הַשָּׂדֶה֙ יָבֵ֔שׁוּ ,יָבֵ֔שׁוּ,ἐξηράνθησαν,aorist indc,are dried up,PRES..IND,"The vine dries up ; the fig tree languishes . Pomegranate , palm , and apple , all the trees of the field are dried up , and gladness dries up from the children of man .",are dried up,PRES..IND,"The vine is dried up and the fig-tree is withered ; the pomegranate , the palm and the apple tree — all the trees of the field — are dried up . Surely the joy of mankind is withered away ."
294233,Joel 1:12,כִּֽי־הֹבִ֥ישׁ שָׂשֹׂ֖ון מִן־בְּנֵ֥י אָדָֽם׃ ס ,הֹבִ֥ישׁ,ᾔσχυναν,aorist indc,dries up,PRES..IND,"The vine dries up ; the fig tree languishes . Pomegranate , palm , and apple , all the trees of the field are dried up , and gladness dries up from the children of man .",is withered away,PRES..IND,"The vine is dried up and the fig-tree is withered ; the pomegranate , the palm and the apple tree — all the trees of the field — are dried up . Surely the joy of mankind is withered away ."
294297,Joel 1:16,הֲלֹ֛וא נֶ֥גֶד עֵינֵ֖ינוּ אֹ֣כֶל נִכְרָ֑ת מִבֵּ֥ית אֱלֹהֵ֖ינוּ שִׂמְחָ֥ה וָגִֽיל׃ ,נִכְרָ֑ת,ἐξωλεθρεύθη,aorist indc,Is cut off,PRES..IND,"Is not the food cut off before our eyes , joy and gladness from the house of our God ?",Has been cut off,,Has not the food been cut off before our very eyes — joy and gladness from the house of our God ?
294304,Joel 1:17,עָבְשׁ֣וּ פְרֻדֹ֗ות תַּ֚חַת מֶגְרְפֹ֣תֵיהֶ֔ם ,עָבְשׁ֣וּ,ἐσκίρτησαν,aorist indc,shrivels,PRES..IND,The seed shrivels under the clods ; the storehouses are desolate ; the granaries are torn down because the grain has dried up .,are shrivelled,PRES..IND,"The seeds are shrivelled beneath the clods . The storehouses are in ruins , the granaries have been broken down , for the grain has dried up ."
294308,Joel 1:17,נָשַׁ֨מּוּ֙ אֹֽצָרֹ֔ות ,נָשַׁ֨מּוּ֙,ἠφανίσθησαν,aorist indc,are desolate,PRES..IND,The seed shrivels under the clods ; the storehouses are desolate ; the granaries are torn down because the grain has dried up .,are in ruins,PRES..IND,"The seeds are shrivelled beneath the clods . The storehouses are in ruins , the granaries have been broken down , for the grain has dried up ."
294310,Joel 1:17,נֶהֶרְס֖וּ מַמְּגֻרֹ֑ות ,נֶהֶרְס֖וּ,κατεσκάφησαν,aorist indc,are torn down,PRES..IND,The seed shrivels under the clods ; the storehouses are desolate ; the granaries are torn down because the grain has dried up .,have been broken down,PRES.PERF.IND,"The seeds are shrivelled beneath the clods . The storehouses are in ruins , the granaries have been broken down , for the grain has dried up ."
294318,Joel 1:18,נָבֹ֨כוּ֙ עֶדְרֵ֣י בָקָ֔ר ,נָבֹ֨כוּ֙,ἔκλαυσαν,aorist indc,are perplexed,PRES..IND,How the beasts groan ! The herds of cattle are perplexed because there is no pasture for them ; even the flocks of sheep suffer .,mill about,PRES..IND,How the cattle moan ! The herds mill about because they have no pasture ; even the flocks of sheep are suffering .
294329,Joel 1:18,גַּם־עֶדְרֵ֥י הַצֹּ֖אן נֶאְשָֽׁמוּ׃ ,נֶאְשָֽׁמוּ,ἠφανίσθησαν,aorist indc,suffer,PRES..IND,How the beasts groan ! The herds of cattle are perplexed because there is no pasture for them ; even the flocks of sheep suffer .,are suffering,PRES.PROG.IND,How the cattle moan ! The herds mill about because they have no pasture ; even the flocks of sheep are suffering .
294351,Joel 1:20,כִּ֤י יָֽבְשׁוּ֙ אֲפִ֣יקֵי מָ֔יִם ,יָֽבְשׁוּ֙,ἐξηράνθησαν,aorist indc,are dried up,PRES..IND,"Even the beasts of the field pant for you because the water brooks are dried up , and fire has devoured the pastures of the wilderness .",have dried up,PRES.PERF.IND,Even the wild animals pant for you ; the streams of water have dried up and fire has devoured the open pastures .
294791,Joel 2:22,תְּאֵנָ֥ה וָגֶ֖פֶן נָתְנ֥וּ חֵילָֽם׃ ,נָתְנ֥וּ,ἔδωκαν,aorist indc,yield,,"Fear not , you beasts of the field , for the pastures of the wilderness are green ; the tree bears its fruit ; the fig tree and vine give their full yield .",yield,PRES..IND,"Be not afraid , O wild animals , for the open pastures are becoming green . The trees are bearing their fruit ; the fig-tree and the vine yield their riches ."
295436,Amos 1:3,כֹּ֚ה אָמַ֣ר יְהוָ֔ה ,אָמַ֣ר,εἶπεν,aorist indc,says,PRES..IND,"Thus says the Lord : “ For three transgressions of Damascus , and for four , I will not revoke the punishment , because they have threshed Gilead with threshing sledges of iron .",says,PRES..IND,"This is what the LORD says : “ For three sins of Damascus , even for four , I will not turn back [ my wrath ] . Because she threshed Gilead with sledges having iron teeth ,"
296316,Amos 4:5,הַשְׁמִ֑יעוּ כִּ֣י כֵ֤ן אֲהַבְתֶּם֙ בְּנֵ֣י יִשְׂרָאֵ֔ל ,אֲהַבְתֶּם֙,ἠγάπησαν,aorist indc,you love,PRES..IND,"offer a sacrifice of thanksgiving of that which is leavened , and proclaim freewill offerings , publish them ; for so you love to do , O people of Israel ! ” declares the Lord God .",you love,PRES..IND,"Burn leavened bread as a thank-offering and brag about your freewill offerings — boast about them , you Israelites , for this is what you love to do , ” declares the Sovereign LORD ."
296663,Amos 5:10,שָׂנְא֥וּ בַשַּׁ֖עַר מֹוכִ֑יחַ ,שָׂנְא֥וּ,ἐμίσησαν,aorist indc,They hate,PRES..IND,"They hate him who reproves in the gate , and they abhor him who speaks the truth .",hate,PRES..IND,you hate the one who reproves in court and despise him who tells the truth .
296698,Amos 5:12,כִּ֤י יָדַ֨עְתִּי֙ רַבִּ֣ים פִּשְׁעֵיכֶ֔ם וַעֲצֻמִ֖ים חַטֹּֽאתֵיכֶ֑ם ,יָדַ֨עְתִּי֙,ἔγνων,aorist indc,I know,PRES..IND,"For I know how many are your transgressions and how great are your sins — you who afflict the righteous , who take a bribe , and turn aside the needy in the gate .",I know,PRES..IND,For I know how many are your offences and how great your sins . You oppress the righteous and take bribes and you deprive the poor of justice in the courts .
